Term,CRN,Course,Sec,Title,Course Type,Meeting Dates,Time,Days,Hrs,Room,Instructor,Seat,Enr,Crosslisted Enr,Total Enr,In Class,Office Hours,Grading,Time commitment,Notes
202470,3422,COMP 1101,1,Analytical Inquiry I,Lecture,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"T,R",4,ECS 301,"Gao, Sky T.",40,35,0,35,,,,,
202470,3492,COMP 1101,3,Analytical Inquiry I,Lecture,09-SEP-2024 to 17-NOV-2024,4:00PM-5:50PM,"T,R",4,ECS 300,"Gao, Sky T.",35,30,0,30,,,,,
202470,3413,COMP 1201,1,Intro. to Computer Science I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,1:00PM-1:50PM,"T,R",2,SIE 2115,"Oleson, Alannah",35,33,0,33,,,,,
202470,3414,COMP 1201,2,Intro. to Computer Science I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,11:00AM-11:50AM,"T,R",2,ECS 201,"Oleson, Alannah",32,26,0,26,,,,,
202470,3425,COMP 1201,4,Intro. to Computer Science I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,10:00AM-10:50AM,"T,R",2,ECS 301,"Hutt, Stephen J.",35,34,0,34,,,,,
202470,4115,COMP 1201,7,Intro. to Computer Science I,Online/Distance,09-SEP-2024 to 17-NOV-2024,,,2,,"Shrestha, Sunny",30,27,0,27,,,,,
202470,4484,COMP 1201,9,Intro. to Computer Science I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,11:00AM-11:50AM,"T,R",2,ECS 301,"Hutt, Stephen J.",30,18,0,18,,,,,
202470,4485,COMP 1201,10,Intro. to Computer Science I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,12:00PM-12:50PM,"T,R",2,CMK 101,"Shrestha, Sunny",30,26,0,26,,,,,
202470,3415,COMP 1351,1,Introduction to Programming I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,10:00AM-11:50AM,"M,W",3,CMK 301,"Stevens, Alexander L.",30,23,0,23,,,,,
202470,3416,COMP 1351,2,Introduction to Programming I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,10:00AM-11:50AM,"M,W",3,ECS 401,"Albow, Mohammed M.",32,27,0,27,,,,,
202470,3417,COMP 1351,3,Introduction to Programming I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"M,W",3,ECS 300,"Stevens, Alexander L.",35,32,0,32,,,,,
202470,3418,COMP 1351,4,Introduction to Programming I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,2:00PM-3:50PM,"M,W",3,ECS 410,"Albow, Mohammed M.",30,31,0,31,,,,,
202470,3419,COMP 1351,5,Introduction to Programming I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,2:00PM-3:50PM,"M,W",3,ECS 301,"Edgington, Jeffrey M.",38,36,0,36,,,,,
202470,3420,COMP 1351,6,Introduction to Programming I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,4:00PM-5:50PM,"M,W",3,ECS 201,"Edgington, Jeffrey M.",15,11,0,11,,,,,
202470,3421,COMP 1351,7,Introduction to Programming I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"M,W",3,CMK 101,"Albow, Mohammed M.",25,20,0,20,,,,,
202470,4008,COMP 1353,1,Data Struct. & Algorithms I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"M,W",3,SIE 2121,"Edgington, Jeffrey M.",32,22,0,22,,,,,
202470,2172,COMP 2300,1,Discrete Structures in CS,Lecture,09-SEP-2024 to 17-NOV-2024,10:00AM-11:50AM,"T,R",4,ECS 300,"Liu, Faan Tone",34,32,0,32,,,,,
202470,4205,COMP 2300,2,Discrete Structures in CS,Lecture,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"T,R",4,ECS 300,"Liu, Faan Tone",34,30,0,30,,,,,
202470,2962,COMP 2300,3,Discrete Structures in CS,Lecture,09-SEP-2024 to 17-NOV-2024,2:00PM-3:50PM,"T,R",4,ECS 300,"Stevens, Alexander L.",30,33,0,33,,,,,
202470,4883,COMP 2361,1,Systems I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,10:00AM-11:50AM,"M,W",4,ECS 358,"Stevenson, Daniel E.",22,20,0,20,,,,,
202470,4884,COMP 2362,1,Systems II,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"M,W",4,ECS 401,"Stevenson, Daniel E.",30,33,0,33,,,,,
202470,4885,COMP 2362,2,Systems II,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,2:00PM-3:50PM,"M,W",4,ECS 401,"Stevenson, Daniel E.",30,23,0,23,,,,,
202470,4886,COMP 2362,3,Systems II,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,4:00PM-5:50PM,"M,W",4,ECS 300,"Stevenson, Daniel E.",30,15,0,15,,,,,
202470,3842,COMP 2381,1,Object-Oriented Software Dev.,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"M,W",4,ECS 301,"Anjum, Iffat",40,38,0,38,,,,,
202470,4093,COMP 2381,3,Object-Oriented Software Dev.,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,10:00AM-11:50AM,"T,R",4,STURM 251,"Anjum, Iffat",38,30,0,30,,,,,
202470,5584,COMP 2381,4,Object-Oriented Software Dev.,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,4:00PM-5:50PM,"M,W",4,ECS 410,"Rutherford, Matthew J.",30,18,0,18,,,,,
202470,5566,COMP 2701,1,Topics in Computer Science,Online/Distance,09-SEP-2024 to 17-NOV-2024,,,1,,"Rutherford, Matthew J.",45,6,0,6,,,,,
202470,3228,COMP 3003,1,Foundations in Comp. Systems,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,"T,R",4,ECS 410,"Evans, Nathan S.",32,17,0,17,,,,,
202470,3844,COMP 3005,1,Foundation: Python Programming,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,"T,R",4,ECS 301,"Kraft, Aaron R.",30,21,0,21,,,,,
202470,2725,COMP 3006,101,Python Software Development,Online/Distance,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,R,4,,"Crutchfield-Todd, Dalton J.",25,7,0,7,,,,,
202470,3845,COMP 3007,1,Foundations: DS Math I,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,"M,W",4,ECS 200,"Kossek, Wojciech K.",30,16,0,16,,,,,
202470,2726,COMP 3007,101,Foundations: DS Math I,Online/Distance,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,T,4,,"Kossek, Wojciech K.",25,5,0,5,,,,,
202470,3846,COMP 3008,1,Foundations: DS Math II,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,"T,R",4,ECS 201,"Durso, Catherine S.",30,12,0,12,,,,,
202470,2805,COMP 3008,101,Foundations: DS Math II,Online/Distance,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,T,4,,"Gerics, Brendt",25,8,0,8,,,,,
202470,5555,COMP 3100,1,Human-Computer Interaction,Lecture,09-SEP-2024 to 17-NOV-2024,2:00PM-3:50PM,"T,R",4,ECS 301,"Haring, Kerstin S.",30,29,2,31,,,,,
202470,4202,COMP 3361,2,Operating Systems I,Lecture,09-SEP-2024 to 17-NOV-2024,4:00PM-5:50PM,"T,R",4,ECS 301,"Dewri, Rinku",32,32,0,32,,,,,
202470,5721,COMP 3421,2,Database Organization & Mgmt I,Lecture,09-SEP-2024 to 21-NOV-2024,7:00PM-8:50PM,"M,W",4,ECS 410,"Dalton, Donald A.",53,51,0,51,,,,,
202470,2915,COMP 3421,101,Database Organization & Mgmt I,Online/Distance,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,R,4,,"Mashinchi, Navid",25,8,0,8,,,,,
202470,3509,COMP 3501,1,Intro Artificial Intelligence,Lecture,09-SEP-2024 to 17-NOV-2024,2:00PM-3:50PM,"T,R",4,ECS 201,"Hutt, Stephen J.",20,19,10,29,,,,,
202470,3514,COMP 3621,1,Computer Networking,Lecture,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,"M,W",4,ECS 301,"Kraft, Aaron R.",10,8,25,33,,,,,
202470,5554,COMP 3705,1,Topics in Computer Science,Lecture,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"T,R",4,ECS 400,"Dewri, Rinku",15,11,6,17,,,,,
202470,3479,COMP 3721,1,Computer Security,Lecture,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,"M,W",4,ECS 301,"Anjum, Iffat",15,5,22,27,,,,,
202470,2934,COMP 3821,1,Game Programming I,Lecture,09-SEP-2024 to 17-NOV-2024,2:00PM-3:50PM,"M,W",4,ECS 358,"Dunagan, Ryan A.",20,17,0,17,,,,,
202470,3214,COMP 3831,2,Game Prototyping,Lecture,20-NOV-2024 to 20-NOV-2024,6:00PM-7:50PM,W,4,ECS 201,"Gansciu, Serban B.",20,11,0,11,,,,,
202470,5017,COMP 4401,1,Python for Data Science,Online/Distance,09-SEP-2024 to 07-NOV-2024,5:00PM-6:50PM,W,2,,,20,0,0,0,,,,,
202470,2928,COMP 4432,101,Machine Learning,Online/Distance,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,W,4,,"Sawle, Paul L.",25,15,0,15,,,,,
202470,2916,COMP 4433,103,Data Visualization,Online/Distance,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,R,4,,"Siebrase, Benjamin E.",25,8,0,8,,,,,
202470,2708,COMP 4441,101,Probability and Statistics 1,Online/Distance,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,W,4,,"Vered, Michelle N.",25,6,0,6,,,,,
202470,2806,COMP 4442,101,Probability and Statistics 2,Online/Distance,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,W,4,,"Chan, Julian D.",25,11,0,11,,,,,
202470,2807,COMP 4447,101,Data Science Tools 1,Online/Distance,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,M,4,,"Rasool, Rahim",25,10,0,10,,,,,
202470,3021,COMP 4448,101,Data Science Tools 2,Online/Distance,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,M,4,,"Sawle, Paul L.",25,11,0,11,,,,,
202470,3505,COMP 4449,101,Data Science Capstone,Online/Distance,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,W,4,,"Rasool, Rahim",25,2,0,2,,,,,
202470,5690,COMP 4501,1,Introduction to AI,Lecture,09-SEP-2024 to 21-NOV-2024,2:00PM-3:50PM,"T,R",4,ECS 201,"Hutt, Stephen J.",10,10,19,29,,,,,
202470,4020,COMP 4531,101,Deep Learning,Online/Distance,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,R,4,,"Dalton, Donald A.",25,12,0,12,,,,,
202470,4025,COMP 4581,1,Algorithms for Data Science&AI,Lecture/Lab,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,"T,R",4,ECS 200,"Kossek, Wojciech K.",30,9,0,9,,,,,
202470,2808,COMP 4581,101,Algorithms for Data Science&AI,Online/Distance,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,T,4,,"Parada San Martin, Daniel A.",25,17,0,17,,,,,
202470,2709,COMP 4621,1,Computer Networking,Lecture,09-SEP-2024 to 17-NOV-2024,7:00PM-8:50PM,"M,W",4,ECS 301,"Kraft, Aaron R.",30,25,8,33,,,,,
202470,5553,COMP 4705,1,Advanced Topics-Programming,Lecture,09-SEP-2024 to 17-NOV-2024,12:00PM-1:50PM,"T,R",4,ECS 400,"Dewri, Rinku",10,6,11,17,,,,,
202470,3480,COMP 4721,1,Computer Security,Lecture,09-SEP-2024 to 17-NOV-2024,5:00PM-6:50PM,"M,W",4,ECS 301,"Anjum, Iffat",20,22,5,27,,,,,
